-35778.68168151231,-16873.161271124358,2733.191582206689,-11110.434147570733,-7227.556610639243,-75508.55448417326,56395.992893528644,18314.06944110281,-12201.716917538188,57993.69968040343
-14916.358162548579,16809.546654347127,6084.743365391354,51303.54228395049,59872.353853572735,-93709.3058894953,54203.18699982615,-22629.54718606023,4829.277325984357,59317.93486251071
90320.11698904663,-22794.194942813094,-42057.622569695945,-63145.58788101082,-28515.208332804246,-43377.32437232392,12637.689106257032,-1866.5143466532768,24895.82198296033,3400.3975035426183
37376.807486015714,-3643.1645948628366,3815.6283314914276,-7882.275038390986,-39981.02267551629,-17105.77440962874,17014.40990976094,22363.41344939056,41510.58288670691,93094.28366530008
15322.170505744263,-65652.79576300655,33288.16030684559,41711.83151352113,-27756.720022790716,14054.53294392699,33308.99335086232,11646.492559360078,2185.0751098074047,132955.32834766994
56771.041640974705,35288.10303436679,-21014.17261301352,-53672.29321574902,-50507.10584885101,5878.816043673245,-40958.78847791793,-39440.65103944909,-923.7690505899291,127250.61100674863
-6067.214910992616,20160.1996767449,10185.133498233208,-63432.59026718335,2064.2748664704977,-102710.92298902813,19310.485722647492,9289.95100871229,-46610.145386815595,41680.52863274433
39722.261355792805,-66672.25266093767,-37140.35289306271,-24860.32208599102,35197.76116483632,37359.345225737256,-21105.24292634418,87790.72517096906,-3780.411547237527,47422.21599081669
39436.99291818317,12740.58894574808,30395.621771483897,-45029.50962235656,52546.39547377253,-42189.84843599938,-3138.101580825768,14691.69732458386,27837.37951655579,96150.0841401925
-4022.755139139577,3680.664448307998,-34600.51844668314,-30132.10504849034,-58919.110003460344,-74035.61623155144,-6355.789234077775,52702.075618270675,-78496.53193873989,69001.57364899838
4181.819842064995,-53355.54554818846,48767.276689164326,17591.94514429351,-43231.9310325748,-105784.85908876304,-10371.645128251701,14226.381746360068,18361.29160044694,2519.026481608359
-2830.801604927203,-25623.77570945235,-13799.089226630455,19664.34036864856,10804.377762196707,-13718.546506295546,-14874.282920696125,20351.00660168026,40331.921714851705,44662.80871337388
24917.655305207867,-31812.099477872172,-53208.322392308604,-44324.82222187469,-5571.56806554723,-59509.67728995588,16919.611616895512,26713.08129619061,-52382.237618856365,80921.93448540126
35900.33761588966,15097.810990794016,25413.98839715932,58163.475014162366,-57757.304263054044,-70705.36517716106,-44658.30445333986,75096.69874914963,-9075.016319893592,122024.86635774435
-37460.75455011812,-6757.364137011051,31436.86256661866,41330.69848880142,-33268.46156016743,-74011.27808325266,-32943.64497865868,13810.474270731018,20181.007003964784,17710.004074888795
9088.826313288082,-74882.11588547613,35529.09169100948,-33097.8533261653,32389.819454111115,-94627.77080291137,-1254.7498237257148,-4858.3967965385755,-8389.812102947511,18372.515165943827
1999.5381253535606,-9968.086585394183,17633.27796323336,4310.623636367574,-6966.789110684585,-55033.61348435861,-11790.171277916843,45628.28195675855,3156.0430177667076,14790.860270076699
13059.324053603126,-43890.542285347925,-38020.569220644444,-5336.939243752361,-16879.19313737185,-50033.04501951568,-23156.21747483168,-8410.389114051575,-82911.44902187034,57326.00911229105
29671.503932637537,-72662.08544763194,-30336.7945581917,-55843.14173293396,-48240.03628477778,-32246.11643736719,33594.50102794998,-23796.164102416686,-7055.321424121288,-17376.741585417712
18356.063888919845,-3770.1508430409353,3499.875708425452,-38514.63793436176,-20507.963315051486,-73640.75923499528,-20453.661537685854,-140.26623516593918,43543.757472184814,32564.15247524971
-33955.454898283526,-19472.412427130705,60321.044072451645,-3585.1500142841933,36938.84851191405,19465.88615407289,2499.045334228542,18278.25216976649,49181.39095670766,32073.224472693608
63474.55603976778,-21124.734605754515,-69046.6111554122,25013.72060286253,15106.992330310462,14836.435938554268,-6718.197639824663,-7307.987059374204,47386.31318297995,18448.585712638334
50317.94756613577,6529.056490141238,-51179.39681111738,7570.177228655234,-31957.01984783027,122.98136537074458,10789.149380152472,-6631.70783814214,21944.58532108144,90651.43898467971
-16530.589687308842,20062.440170235124,2182.7828165426254,835.3706131699528,-8833.76005690532,-17991.408515837087,-53582.70143336427,22243.291697598386,54810.724131849616,31569.792928257313
-14124.68539380764,-32644.43320043902,7265.048904671248,-47745.70231981183,24148.273567814314,-71418.2617516147,-9766.014445133003,43704.20380102478,-18822.110831886515,-14956.252099836882
43218.120810110646,-53395.71084679716,-12847.386860154158,-84.13834895329319,-1410.9515023898127,-119512.36468084926,-656.0272358959285,19694.93063848199,-5327.572677109125,95428.1811038151
-7344.105073335018,-45065.99522851982,-14462.313433142011,-12954.858040345956,-21095.534305221532,26583.475768566168,60673.944078024506,20977.598704519496,57715.12309868445,25636.193374189123
-5474.040733303631,21507.78499911402,-33922.3788422661,-3447.281386593552,20317.413219846843,-10364.71292328649,26252.92664630463,40174.086620817965,33594.5259173134,69806.7691215384
-25969.264135929465,-8919.958179364658,-13110.797464573106,41003.78169924795,-9519.799032049224,-28581.23810275747,-2071.787603975341,54267.18710008698,24289.363867345222,24768.939468395612
18468.770894578207,-10.920792605687438,-46279.897273345916,19658.70401969061,-30224.052502132166,-2622.57054021585,11457.742819061203,17315.076571545003,29858.649609324333,19999.93764914528
-25107.226636111805,11021.148897785763,8960.466598270972,29508.73101009528,-7092.412596579358,-82908.62402549751,-17373.967124317245,-5230.614363319465,23736.560433894032,61772.58587285002
41049.13612335619,27564.878514236625,-31587.961367577256,44247.688181399615,32791.428145772625,-60841.32511198427,3263.8654359485427,-33427.1692624397,7331.45023135368,69689.01620388593
-34834.96147868788,-18730.49223050197,58643.236226008725,31310.543324750146,69668.05215881481,-57644.17484779299,-25570.98992301176,18879.248329653856,-38281.99590009537,47562.33023696939
